ind,pop,score
NA11892.DG,CEU.DG,-1.0208930000000005
NA11843.DG,CEU.DG,-2.027112
NA12775.DG,CEU.DG,-1.8282999999999996
NA12776.DG,CEU.DG,-2.2377
NA12155.DG,CEU.DG,-0.8741089999999998
NA12156.DG,CEU.DG,0.6773509999999999
NA12287.DG,CEU.DG,-0.5821539999999997
NA12340.DG,CEU.DG,0.2103779999999999
NA12872.DG,CEU.DG,-0.80716
NA12043.DG,CEU.DG,-2.878717
NA12006.DG,CEU.DG,-0.8984100000000006
NA12873.DG,CEU.DG,-0.944256
NA12283.DG,CEU.DG,-1.1239329999999996
NA12286.DG,CEU.DG,-0.0372380000000003
NA11831.DG,CEU.DG,0.921928
NA11830.DG,CEU.DG,-0.3551640000000006
NA12154.DG,CEU.DG,-1.2656809999999998
NA12144.DG,CEU.DG,-0.5998209999999995
NA12275.DG,CEU.DG,-0.3777649999999997
NA12249.DG,CEU.DG,0.1319439999999997
NA10847.DG,CEU.DG,-0.5729999999999997
NA07357.DG,CEU.DG,-0.8594830000000003
NA11840.DG,CEU.DG,-0.8379500000000011
NA11832.DG,CEU.DG,0.7949449999999998
NA12004.DG,CEU.DG,0.733387
NA12005.DG,CEU.DG,-1.0844940000000003
NA11992.DG,CEU.DG,0.2616619999999998
NA12878.DG,CEU.DG,-0.543857
NA11881.DG,CEU.DG,-1.263226
NA12874.DG,CEU.DG,0.1193149999999994
NA12400.DG,CEU.DG,-1.0134109999999998
NA06994.DG,CEU.DG,-0.9090360000000008
NA06985.DG,CEU.DG,1.1558279999999994
NA06986.DG,CEU.DG,-0.3437490000000003
NA07056.DG,CEU.DG,-0.5511079999999997
NA07347.DG,CEU.DG,-0.3299060000000002
NA12829.DG,CEU.DG,0.2036560000000002
NA12830.DG,CEU.DG,-0.7160770000000003
NA11919.DG,CEU.DG,0.5680109999999992
NA11920.DG,CEU.DG,-0.4551630000000009
NA11930.DG,CEU.DG,-1.963561
NA12342.DG,CEU.DG,-0.5458640000000003
NA12341.DG,CEU.DG,-1.649264
NA11931.DG,CEU.DG,-0.1357639999999995
NA12889.DG,CEU.DG,0.5250059999999996
NA12348.DG,CEU.DG,-0.1916859999999998
NA12347.DG,CEU.DG,-1.875726000000001
NA12890.DG,CEU.DG,-0.6435580000000001
NA12842.DG,CEU.DG,-1.7043720000000002
NA12843.DG,CEU.DG,-0.370391
NA11933.DG,CEU.DG,-0.851703000000001
NA11932.DG,CEU.DG,-0.5473929999999996
NA12044.DG,CEU.DG,-0.4234830000000003
NA12045.DG,CEU.DG,-0.767371
NA07051.DG,CEU.DG,-0.4654020000000001
NA07048.DG,CEU.DG,-2.3911000000000007
NA07000.DG,CEU.DG,0.2017519999999992
NA07037.DG,CEU.DG,-0.3516960000000007
NA06989.DG,CEU.DG,-1.0380880000000006
NA12413.DG,CEU.DG,0.0887889999999996
NA11994.DG,CEU.DG,-0.2555400000000002
NA12282.DG,CEU.DG,-0.4384850000000005
NA12234.DG,CEU.DG,-0.6508630000000004
NA12003.DG,CEU.DG,-1.261026000000001
NA12812.DG,CEU.DG,-0.6567650000000003
NA11829.DG,CEU.DG,-0.5337150000000015
NA10851.DG,CEU.DG,-0.1521680000000008
NA12828.DG,CEU.DG,-0.8219760000000003
NA12827.DG,CEU.DG,-1.3062810000000002
NA11894.DG,CEU.DG,0.0080099999999999
NA12399.DG,CEU.DG,0.4869310000000002
NA12383.DG,CEU.DG,0.0647529999999999
NA11995.DG,CEU.DG,-0.9085390000000008
NA11918.DG,CEU.DG,-0.8545489999999998
NA12763.DG,CEU.DG,0.57927
NA12777.DG,CEU.DG,-0.6870600000000002
NA12778.DG,CEU.DG,-2.7161720000000003
NA12760.DG,CEU.DG,0.6486439999999998
NA12749.DG,CEU.DG,-0.8906990000000001
NA12748.DG,CEU.DG,-0.4536160000000001
NA12716.DG,CEU.DG,0.0116170000000001
NA12546.DG,CEU.DG,-1.56536
NA12761.DG,CEU.DG,-1.101557
NA12762.DG,CEU.DG,-0.3784169999999999
NA12814.DG,CEU.DG,-0.7958880000000005
NA12813.DG,CEU.DG,-0.2530950000000002
NA12414.DG,CEU.DG,-1.2581390000000003
NA12815.DG,CEU.DG,-1.639259
NA06984.DG,CEU.DG,-0.6592290000000005
NA11893.DG,CEU.DG,-0.7776810000000002
NA12046.DG,CEU.DG,-1.837162
NA12717.DG,CEU.DG,-0.3200930000000005
NA12058.DG,CEU.DG,0.6208859999999998
NA12718.DG,CEU.DG,0.279986
NA12272.DG,CEU.DG,0.0439679999999996
NA12489.DG,CEU.DG,-0.2135690000000003
NA12273.DG,CEU.DG,-0.6001020000000004
NA12751.DG,CEU.DG,0.9619860000000008
NA12750.DG,CEU.DG,-0.2780329999999997
NA18599.DG,CHB.DG,-2.0735660000000005
NA18757.DG,CHB.DG,-1.867314
NA18608.DG,CHB.DG,0.0086499999999993
NA18546.DG,CHB.DG,-0.7777620000000012
NA18545.DG,CHB.DG,0.1171449999999992
NA18613.DG,CHB.DG,-0.2727910000000004
NA18602.DG,CHB.DG,-0.5454030000000009
NA18562.DG,CHB.DG,-1.238383
NA18558.DG,CHB.DG,-0.8649550000000006
NA18563.DG,CHB.DG,-0.1074400000000005
NA18635.DG,CHB.DG,-1.1646350000000003
NA18636.DG,CHB.DG,-0.4734750000000001
NA18541.DG,CHB.DG,-2.276343000000001
NA18542.DG,CHB.DG,-0.4625900000000001
NA18606.DG,CHB.DG,-1.694890000000001
NA18592.DG,CHB.DG,-0.9220800000000002
NA18591.DG,CHB.DG,-1.1715490000000002
NA18566.DG,CHB.DG,0.250158
NA18574.DG,CHB.DG,-1.2178940000000007
NA18577.DG,CHB.DG,-0.8192370000000002
NA18749.DG,CHB.DG,-1.3601970000000003
NA18559.DG,CHB.DG,-1.3613770000000005
NA18567.DG,CHB.DG,0.0866919999999995
NA18740.DG,CHB.DG,-0.2712700000000009
NA18579.DG,CHB.DG,-0.947283
NA18648.DG,CHB.DG,-1.0799570000000005
NA18621.DG,CHB.DG,0.0181769999999997
NA18622.DG,CHB.DG,-0.8560750000000004
NA18644.DG,CHB.DG,-0.2976919999999996
NA18643.DG,CHB.DG,-0.9170879999999996
NA18637.DG,CHB.DG,-0.9404680000000004
NA18638.DG,CHB.DG,-0.6870300000000004
NA18633.DG,CHB.DG,-1.498447
NA18634.DG,CHB.DG,-1.0899960000000004
NA18610.DG,CHB.DG,-2.021560000000001
NA18609.DG,CHB.DG,-1.3034209999999995
NA18626.DG,CHB.DG,-1.2514029999999998
NA18625.DG,CHB.DG,-0.7688940000000004
NA18593.DG,CHB.DG,-0.782546
NA18595.DG,CHB.DG,0.0039069999999996
NA18647.DG,CHB.DG,-0.4518929999999999
NA18614.DG,CHB.DG,-0.4238729999999998
NA18538.DG,CHB.DG,-1.43378
NA18640.DG,CHB.DG,-1.7233230000000004
NA18745.DG,CHB.DG,0.370803
NA18616.DG,CHB.DG,-1.7115830000000003
NA18603.DG,CHB.DG,-2.0632680000000008
NA18605.DG,CHB.DG,-2.008991
NA18561.DG,CHB.DG,-0.7555970000000004
NA18560.DG,CHB.DG,0.3103489999999993
NA18572.DG,CHB.DG,-0.9229450000000003
NA18573.DG,CHB.DG,-0.0815470000000002
NA18548.DG,CHB.DG,-1.9130920000000005
NA18547.DG,CHB.DG,-0.6497970000000001
NA18748.DG,CHB.DG,-0.4883100000000004
NA18747.DG,CHB.DG,-0.4914090000000006
NA18537.DG,CHB.DG,-0.0664389999999996
NA18536.DG,CHB.DG,-1.0346620000000002
NA18639.DG,CHB.DG,-1.55384
NA18539.DG,CHB.DG,-0.8828529999999999
NA18615.DG,CHB.DG,-1.4491790000000004
NA18582.DG,CHB.DG,-0.9228129999999994
NA18619.DG,CHB.DG,-0.7301030000000005
NA18642.DG,CHB.DG,-1.7424630000000008
NA18641.DG,CHB.DG,-1.0106880000000005
NA18612.DG,CHB.DG,-0.3298550000000004
NA18532.DG,CHB.DG,-1.147168
NA18533.DG,CHB.DG,-1.4254520000000006
NA18597.DG,CHB.DG,-0.0685000000000004
NA18564.DG,CHB.DG,-0.7829830000000003
NA18627.DG,CHB.DG,-0.4949710000000004
NA18628.DG,CHB.DG,-1.4507130000000004
NA18553.DG,CHB.DG,-1.0742460000000005
NA18552.DG,CHB.DG,-0.9621389999999996
NA18611.DG,CHB.DG,-1.314766
NA18596.DG,CHB.DG,-1.618054
NA18555.DG,CHB.DG,-0.7651879999999998
NA18570.DG,CHB.DG,-0.7659120000000008
NA18646.DG,CHB.DG,-0.5810550000000004
NA18645.DG,CHB.DG,-0.5813720000000001
NA18565.DG,CHB.DG,-1.197782
NA18618.DG,CHB.DG,-0.1523190000000012
NA18617.DG,CHB.DG,-1.213308000000001
NA18557.DG,CHB.DG,-1.3166850000000003
NA18571.DG,CHB.DG,-2.4613700000000005
NA18631.DG,CHB.DG,-1.087174
NA18620.DG,CHB.DG,-1.5874470000000005
NA18525.DG,CHB.DG,-1.806104
NA18630.DG,CHB.DG,-0.6978380000000004
NA18632.DG,CHB.DG,-1.3814170000000006
NA18550.DG,CHB.DG,-0.7681850000000005
NA18544.DG,CHB.DG,-0.593784
NA18629.DG,CHB.DG,-0.4078079999999997
NA18534.DG,CHB.DG,-2.790616
NA18535.DG,CHB.DG,0.1953619999999994
NA18526.DG,CHB.DG,-1.1595300000000006
NA18528.DG,CHB.DG,-0.8387720000000004
NA18543.DG,CHB.DG,-0.932609999999999
NA18624.DG,CHB.DG,-0.9771060000000004
NA18623.DG,CHB.DG,-2.370264
NA18549.DG,CHB.DG,-0.7184740000000006
NA18530.DG,CHB.DG,-0.7903149999999998
NA18531.DG,CHB.DG,-1.007898
NA21129.DG,GIH.DG,0.4662199999999995
NA21127.DG,GIH.DG,0.6918970000000004
NA21135.DG,GIH.DG,1.024717999999999
NA20902.DG,GIH.DG,0.4311179999999999
NA20901.DG,GIH.DG,-0.2915460000000007
NA21143.DG,GIH.DG,-0.1242960000000004
NA21144.DG,GIH.DG,-0.0647420000000003
NA21133.DG,GIH.DG,0.4991510000000001
NA20863.DG,GIH.DG,0.5474249999999999
NA20864.DG,GIH.DG,-0.2513330000000003
NA20869.DG,GIH.DG,1.175229999999999
NA20868.DG,GIH.DG,0.3330729999999992
NA20866.DG,GIH.DG,1.2819699999999994
NA21111.DG,GIH.DG,1.4423939999999986
NA20910.DG,GIH.DG,-0.5771649999999995
NA20867.DG,GIH.DG,0.2865409999999991
NA20908.DG,GIH.DG,0.780755
NA20852.DG,GIH.DG,1.0594200000000007
NA20853.DG,GIH.DG,0.5605380000000004
NA21110.DG,GIH.DG,0.0020069999999998
NA21142.DG,GIH.DG,1.9781769999999992
NA21087.DG,GIH.DG,0.6553049999999996
NA21112.DG,GIH.DG,-0.1377580000000007
NA21128.DG,GIH.DG,-0.4939770000000004
NA20846.DG,GIH.DG,-0.800348
NA20845.DG,GIH.DG,-0.3513260000000004
NA21130.DG,GIH.DG,0.1748440000000001
NA21114.DG,GIH.DG,0.7551759999999994
NA21115.DG,GIH.DG,0.502122
NA21093.DG,GIH.DG,0.0067869999999998
NA21094.DG,GIH.DG,1.1357069999999998
NA20870.DG,GIH.DG,0.8883209999999993
NA20895.DG,GIH.DG,-0.2128069999999997
NA20896.DG,GIH.DG,-1.086405999999999
NA21113.DG,GIH.DG,0.8902269999999998
NA20897.DG,GIH.DG,0.4232639999999996
NA20872.DG,GIH.DG,-0.380962
NA21091.DG,GIH.DG,-0.7269750000000004
NA20875.DG,GIH.DG,0.1729319999999992
NA20874.DG,GIH.DG,-0.0260970000000004
NA21123.DG,GIH.DG,-0.0116150000000001
NA21108.DG,GIH.DG,-0.0312530000000006
NA20892.DG,GIH.DG,-0.743665
NA20891.DG,GIH.DG,-0.6559880000000003
NA21124.DG,GIH.DG,0.0110530000000003
NA21088.DG,GIH.DG,0.0846649999999995
NA21109.DG,GIH.DG,0.2795159999999996
NA21092.DG,GIH.DG,0.6715869999999999
NA20894.DG,GIH.DG,-1.1079269999999997
NA21125.DG,GIH.DG,0.6590409999999995
NA21102.DG,GIH.DG,-0.2242189999999994
NA20878.DG,GIH.DG,0.0945459999999995
NA21141.DG,GIH.DG,0.3934989999999999
NA21103.DG,GIH.DG,0.000975
NA20900.DG,GIH.DG,-1.0944580000000004
NA20903.DG,GIH.DG,-0.0253839999999998
NA21137.DG,GIH.DG,-0.2308580000000004
NA20904.DG,GIH.DG,0.2914429999999996
NA20876.DG,GIH.DG,-0.5305260000000005
NA21104.DG,GIH.DG,0.2270479999999997
NA21105.DG,GIH.DG,0.4177179999999995
NA20877.DG,GIH.DG,-0.2687140000000001
NA20905.DG,GIH.DG,1.871424
NA20861.DG,GIH.DG,-0.7050380000000012
NA20906.DG,GIH.DG,-0.6246200000000011
NA21106.DG,GIH.DG,-1.797438
NA21116.DG,GIH.DG,-0.8918630000000003
NA21117.DG,GIH.DG,0.6772009999999999
NA21098.DG,GIH.DG,-0.9501880000000004
NA21099.DG,GIH.DG,-0.0857849999999998
NA20889.DG,GIH.DG,0.2637689999999993
NA20890.DG,GIH.DG,-0.8709820000000001
NA20850.DG,GIH.DG,0.0693809999999994
NA20851.DG,GIH.DG,-0.0653390000000005
NA20884.DG,GIH.DG,0.9473149999999994
NA20882.DG,GIH.DG,-1.697551
NA21126.DG,GIH.DG,0.3353409999999995
NA21107.DG,GIH.DG,0.8315339999999999
NA20862.DG,GIH.DG,-0.6940810000000003
NA20899.DG,GIH.DG,-0.1249430000000002
NA21118.DG,GIH.DG,0.6478779999999997
NA20847.DG,GIH.DG,-0.596686
NA20888.DG,GIH.DG,0.7615320000000003
NA20887.DG,GIH.DG,-0.7862140000000005
NA21119.DG,GIH.DG,-2.0524820000000004
NA20885.DG,GIH.DG,-1.169130000000001
NA21120.DG,GIH.DG,0.844022000000001
NA20849.DG,GIH.DG,-0.1660189999999999
NA21122.DG,GIH.DG,0.5006039999999996
NA21095.DG,GIH.DG,-1.1985050000000008
NA20856.DG,GIH.DG,0.2069049999999995
NA20854.DG,GIH.DG,0.5134020000000004
NA20859.DG,GIH.DG,0.8942709999999996
NA20858.DG,GIH.DG,-0.9975270000000006
NA21086.DG,GIH.DG,0.3476559999999998
NA21097.DG,GIH.DG,-0.3460960000000006
NA21090.DG,GIH.DG,0.3683889999999996
NA20911.DG,GIH.DG,0.9460359999999994
NA20886.DG,GIH.DG,-0.3160160000000002
NA21101.DG,GIH.DG,-0.3409529999999999
NA21100.DG,GIH.DG,0.6482030000000002
NA21089.DG,GIH.DG,-0.9797309999999994
HG01572.DG,PEL.DG,-1.059263
HG02150.DG,PEL.DG,-0.29583
HG02147.DG,PEL.DG,-0.4809270000000003
HG02260.DG,PEL.DG,-1.5556180000000004
HG01935.DG,PEL.DG,-0.7064450000000002
HG02348.DG,PEL.DG,0.3146760000000002
HG01970.DG,PEL.DG,0.1053959999999996
HG01968.DG,PEL.DG,0.2028529999999994
HG02275.DG,PEL.DG,0.6830679999999993
HG01973.DG,PEL.DG,-0.5553530000000002
HG02262.DG,PEL.DG,0.1599619999999997
HG01982.DG,PEL.DG,0.7369269999999998
HG01571.DG,PEL.DG,-0.0702910000000003
HG02286.DG,PEL.DG,-0.2831390000000006
HG01967.DG,PEL.DG,0.3570549999999994
HG02278.DG,PEL.DG,-0.4386750000000001
HG02285.DG,PEL.DG,-0.6686630000000005
HG02277.DG,PEL.DG,0.7782550000000001
HG01918.DG,PEL.DG,-0.4935660000000003
HG02003.DG,PEL.DG,0.455341
HG02002.DG,PEL.DG,-1.0686689999999996
HG01920.DG,PEL.DG,0.0217009999999997
HG02345.DG,PEL.DG,0.6175279999999996
HG01917.DG,PEL.DG,-0.1729280000000005
HG02252.DG,PEL.DG,0.0324029999999998
HG01939.DG,PEL.DG,0.7898349999999996
HG01980.DG,PEL.DG,-0.6890810000000009
HG02259.DG,PEL.DG,-1.476365
HG02272.DG,PEL.DG,0.0279859999999997
HG01953.DG,PEL.DG,0.933938
HG01991.DG,PEL.DG,-0.8107470000000003
HG02271.DG,PEL.DG,-1.785685
HG02008.DG,PEL.DG,0.2022149999999999
HG02265.DG,PEL.DG,-0.595434
HG01954.DG,PEL.DG,0.5710569999999998
HG01974.DG,PEL.DG,-1.4602370000000002
HG01976.DG,PEL.DG,-1.0309490000000006
HG02105.DG,PEL.DG,0.3451769999999996
HG01921.DG,PEL.DG,0.0077579999999992
HG01923.DG,PEL.DG,-1.162851
HG02312.DG,PEL.DG,-0.7396970000000005
HG01947.DG,PEL.DG,-1.437205
HG01945.DG,PEL.DG,-1.252097000000001
HG01992.DG,PEL.DG,-1.6779210000000002
HG01997.DG,PEL.DG,-0.5442450000000011
HG01942.DG,PEL.DG,-0.1177390000000004
HG02146.DG,PEL.DG,-0.4466510000000006
HG01938.DG,PEL.DG,-0.7438570000000008
HG01936.DG,PEL.DG,-0.470005000000001
HG02104.DG,PEL.DG,-1.3159909999999997
HG02102.DG,PEL.DG,-1.280852
HG02089.DG,PEL.DG,-0.1744160000000004
HG01951.DG,PEL.DG,-1.0453599999999998
HG02291.DG,PEL.DG,-1.3930760000000002
HG02266.DG,PEL.DG,-0.6187259999999997
HG02253.DG,PEL.DG,0.2381609999999999
HG01565.DG,PEL.DG,-0.2688789999999996
HG01977.DG,PEL.DG,-1.6514060000000002
HG01926.DG,PEL.DG,-0.770022
HG01961.DG,PEL.DG,-1.4273860000000005
HG01927.DG,PEL.DG,-0.8908610000000006
HG02298.DG,PEL.DG,-1.6206060000000002
HG01932.DG,PEL.DG,-0.4000710000000004
HG02301.DG,PEL.DG,-0.0536830000000002
HG01578.DG,PEL.DG,-0.8451110000000007
HG01979.DG,PEL.DG,-0.9794840000000008
HG02292.DG,PEL.DG,-1.3205120000000008
HG02299.DG,PEL.DG,-0.3552960000000006
NA19107.DG,YRI.DG,-0.3783169999999994
NA18858.DG,YRI.DG,-1.5716670000000004
NA19095.DG,YRI.DG,-1.160595000000001
NA18870.DG,YRI.DG,-1.5581430000000005
NA18871.DG,YRI.DG,-2.286401
NA19206.DG,YRI.DG,-1.7119470000000003
NA19171.DG,YRI.DG,-0.9979760000000002
NA19108.DG,YRI.DG,-0.7300620000000004
NA19131.DG,YRI.DG,-0.5895740000000014
NA19130.DG,YRI.DG,-0.0070230000000003
NA18915.DG,YRI.DG,-1.3232670000000006
NA18916.DG,YRI.DG,-1.1105600000000009
NA19184.DG,YRI.DG,-1.7566360000000003
NA19175.DG,YRI.DG,-0.3770759999999999
NA19223.DG,YRI.DG,-2.2849910000000007
NA19093.DG,YRI.DG,-0.3379430000000006
NA18861.DG,YRI.DG,-0.8536869999999999
NA18522.DG,YRI.DG,-1.297929
NA19235.DG,YRI.DG,-0.4015440000000007
NA19207.DG,YRI.DG,-1.05613
NA18856.DG,YRI.DG,-1.1643200000000005
NA18874.DG,YRI.DG,-1.108638
NA18868.DG,YRI.DG,-1.5939110000000007
NA18873.DG,YRI.DG,-1.306739
NA18876.DG,YRI.DG,-1.3963679999999998
NA19189.DG,YRI.DG,-1.0616140000000005
NA18867.DG,YRI.DG,-0.5735619999999997
NA19185.DG,YRI.DG,0.4902599999999993
NA19225.DG,YRI.DG,-1.1904600000000003
NA18877.DG,YRI.DG,-1.6148389999999997
NA19256.DG,YRI.DG,-1.7606150000000005
NA19153.DG,YRI.DG,-0.5537580000000006
NA18865.DG,YRI.DG,-2.1040000000000005
NA18864.DG,YRI.DG,-1.3384069999999997
NA18934.DG,YRI.DG,-0.8512590000000002
NA19204.DG,YRI.DG,-0.9237200000000004
NA19152.DG,YRI.DG,-0.6241370000000004
NA19201.DG,YRI.DG,-1.868937
NA18520.DG,YRI.DG,0.2202109999999995
NA19248.DG,YRI.DG,-1.9059080000000004
NA18907.DG,YRI.DG,-1.343683
NA18499.DG,YRI.DG,-0.7316650000000006
NA18505.DG,YRI.DG,-1.0982220000000005
NA18488.DG,YRI.DG,-0.597013000000001
NA18933.DG,YRI.DG,-1.9016810000000008
NA19209.DG,YRI.DG,-0.180166999999999
NA19210.DG,YRI.DG,0.0755960000000005
NA19141.DG,YRI.DG,-0.388144
NA18910.DG,YRI.DG,-1.020746
NA19143.DG,YRI.DG,-0.7256330000000007
NA18502.DG,YRI.DG,-0.2367700000000003
NA18504.DG,YRI.DG,-0.6167089999999997
NA19149.DG,YRI.DG,-1.2238250000000006
NA19147.DG,YRI.DG,-1.5100030000000004
NA19098.DG,YRI.DG,-0.3206670000000002
NA18486.DG,YRI.DG,-1.6065080000000005
NA19096.DG,YRI.DG,-2.8366260000000003
NA19116.DG,YRI.DG,-0.8152169999999997
NA18917.DG,YRI.DG,-2.224305
NA18923.DG,YRI.DG,-2.37557
NA18489.DG,YRI.DG,-1.665937
NA18517.DG,YRI.DG,-0.466102
NA18519.DG,YRI.DG,-1.4668059999999996
NA19113.DG,YRI.DG,-0.3017140000000003
NA19114.DG,YRI.DG,-2.504867
NA19146.DG,YRI.DG,-0.7839640000000003
NA19144.DG,YRI.DG,-0.5516950000000002
NA18909.DG,YRI.DG,-0.2914630000000001
NA18908.DG,YRI.DG,-2.858271
NA19117.DG,YRI.DG,-1.0218570000000005
NA19222.DG,YRI.DG,-0.7813570000000002
NA18924.DG,YRI.DG,-0.9668200000000002
NA19159.DG,YRI.DG,0.2293489999999998
NA18507.DG,YRI.DG,-1.131574
NA18510.DG,YRI.DG,-1.5724220000000002
NA19236.DG,YRI.DG,-1.8030370000000004
NA19119.DG,YRI.DG,-1.880915
NA19118.DG,YRI.DG,-0.6236200000000003
NA19198.DG,YRI.DG,-0.5422770000000003
NA19238.DG,YRI.DG,-0.7085450000000011
NA18881.DG,YRI.DG,-1.2732040000000004
NA18501.DG,YRI.DG,-1.3494580000000005
NA19121.DG,YRI.DG,0.2358439999999998
NA18511.DG,YRI.DG,-1.144513
NA18516.DG,YRI.DG,-1.674413
NA19099.DG,YRI.DG,-0.6797460000000003
NA18878.DG,YRI.DG,-1.2912980000000005
NA18508.DG,YRI.DG,-0.4297420000000005
NA19137.DG,YRI.DG,-1.074942
NA19138.DG,YRI.DG,-1.9128810000000007
NA19257.DG,YRI.DG,-0.2608119999999998
NA19102.DG,YRI.DG,-0.8556299999999997
NA19190.DG,YRI.DG,-1.3418980000000005
NA19214.DG,YRI.DG,-0.6931190000000006
NA19213.DG,YRI.DG,-1.4135980000000004
NA19247.DG,YRI.DG,-0.445475
NA19239.DG,YRI.DG,-2.140556000000001
NA19197.DG,YRI.DG,-0.7765100000000005
NA19160.DG,YRI.DG,-2.330691
NA18879.DG,YRI.DG,-0.8614459999999999
NA18498.DG,YRI.DG,-0.725446
